ticker_name,ticker_url,exchange_name,exchange_token_balance (cryptocurrency),exchange_value,selection1 (cryptocurrency),seven_day_change (cryptocurrency),three_day_change (cryptocurrency)
BUSD,https://www.coincarp.com/currencies/binanceusd/,Hotbit,36958.3,"$36,984.17 ",0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,Coinlist Pro,32369.4,"$32,392.06 ",0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,WazirX,22317.5,"$22,333.12 ",0.0,11048.24,-17791.66
BUSD,https://www.coincarp.com/currencies/binanceusd/,OKX(OKEx),17064.05,"$17,075.99 ",0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,AscendEX,15987.99,"$15,999.19 ",4996.0,4996.0,4957.15
BUSD,https://www.coincarp.com/currencies/binanceusd/,CEX.IO,4544.33,"$4,547.51 ",0.0,-148.0,-91756.32
BUSD,https://www.coincarp.com/currencies/binanceusd/,gate.io,1466.76,"$1,467.79 ",-5012689.0,-22687325.0,-595745.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,Bilaxy,205.0,$205.14 ,0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,Kraken,49.72,$49.76 ,0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,HitBTC,2.402,$2.40 ,0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,BitMEX,0.1274,$0.13 ,0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,ZT,2e-08,$0.00 ,0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,BTSE,0.0,$0 ,0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,FTX,0.0,$0 ,0.0,0.0,0.0
BUSD,https://www.coincarp.com/currencies/binanceusd/,FTX US,0.0,$0 ,0.0,0.0,0.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Binance,87063748390671.0,"$982,949,719 ",112729950426.0,259184716952.0,1117613867136.0
SHIB,https://www.coincarp.com/currencies/shibainu/,OKX(OKEx),10973982497065.0,"$123,896,262 ",149702873211.0,95037330639.0,930629185469.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Crypto.com Exchange,9379377094451.0,"$105,893,167 ",-52664538204.0,-155093502349.0,-45439884665390.0
SHIB,https://www.coincarp.com/currencies/shibainu/,gate.io,6297209810997.0,"$71,095,498 ",7967307865.0,25877618897.0,40708146878.0
SHIB,https://www.coincarp.com/currencies/shibainu/,KuCoin,4498381306459.0,"$50,786,724 ",-26517190537.0,1732110716.0,5712055597.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Binance.US,3341682885333.0,"$37,727,599 ",-6415094663.0,6242866591.0,-85177170147.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Huobi Global,1813138134654.0,"$20,470,329 ",0.0,0.0,-3258928588.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Indodax,1131657258623.0,"$12,776,410 ",-5091649284.0,-1211070337.0,-13741770906.0
SHIB,https://www.coincarp.com/currencies/shibainu/,CoinSwitch,951237546869.0,"$10,739,471 ",0.0,-921160349.0,-921160349.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Bybit,735782814363.0,"$8,306,987 ",5674262737.0,26520655590.0,211313242685.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Coinbase Pro,598886329950.0,"$6,761,426 ",-5293842170.0,46034577932.0,140194903694.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Poloniex,589410210906.0,"$6,654,441 ",-19247383.0,-2189546368.0,-2704821761.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Gemini,340030526961.0,"$3,838,944 ",-2235731029.0,5423898655.0,8431113029.0
SHIB,https://www.coincarp.com/currencies/shibainu/,bitFlyer,239739578518.0,"$2,706,659 ",3186979596.0,51885797409.0,0.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Korbit,148391604707.0,"$1,675,341 ",-770923396.0,-1595449082.0,-6282900620.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Hotbit,115152748014.0,"$1,300,074 ",-235500000.0,-6656789694.0,-53280042431.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Bitfinex,109670177925.0,"$1,238,176 ",-597933211.0,-1695366537.0,-3844727096.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Bitget,88593780767.0,"$1,000,223 ",3073905809.0,4987728824.0,13122667390.0
SHIB,https://www.coincarp.com/currencies/shibainu/,MEXC Global,34966436327.0,"$394,771 ",4835779131.0,772304357.0,-55339281238.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Exmo,34588888814.0,"$390,508 ",-500000000.0,410008222.0,-218749397.0
SHIB,https://www.coincarp.com/currencies/shibainu/,LATOKEN,34242040617.0,"$386,592 ",0.0,221689238.0,-995730772.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Coinw,31478577730.0,"$355,393 ",0.0,0.0,0.0
SHIB,https://www.coincarp.com/currencies/shibainu/,ProBit Global,29907127451.0,"$337,651 ",90000000.0,-113884223.0,-1295191432.0
SHIB,https://www.coincarp.com/currencies/shibainu/,WhiteBIT,27761996668.0,"$313,432 ",-47211928.0,345985680.0,-678016686.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Kuna,26608657319.0,"$300,411 ",0.0,-1e-06,-1e-06
SHIB,https://www.coincarp.com/currencies/shibainu/,AscendEX,20086335783.0,"$226,774 ",42896321.0,-247546156.0,-37090613.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Bitrue,15985849673.0,"$180,480 ",2233280542.0,-172153145874.0,-162281762153.0
SHIB,https://www.coincarp.com/currencies/shibainu/,WazirX,7534678023.0,"$85,066.51 ",-1863401746.0,-7501054522.0,-2405826798.0
SHIB,https://www.coincarp.com/currencies/shibainu/,Bilaxy,5911665630.0,"$66,742.70 ",0.0,1e-07,1e-07
SHIB,https://www.coincarp.com/currencies/shibainu/,CEX.IO,3365985893.0,"$38,001.98 ",-475990707.0,2486968362.0,1259293355.0
DAI,https://www.coincarp.com/currencies/dai/,Binance,146213501.0,"$146,374,336 ",-3975676.0,-3746002.0,-70565375.0
DAI,https://www.coincarp.com/currencies/dai/,Kraken,17646042.0,"$17,665,452 ",775483.0,6303842.0,3846140.0
DAI,https://www.coincarp.com/currencies/dai/,OKX(OKEx),7875853.0,"$7,884,517 ",149210.0,-300344.0,-4775297.0
DAI,https://www.coincarp.com/currencies/dai/,Crypto.com Exchange,6711646.0,"$6,719,028 ",10070.88,1631926.0,1939095.0
DAI,https://www.coincarp.com/currencies/dai/,KuCoin,5484209.0,"$5,490,242 ",162390.0,84953.69,-628151.0
DAI,https://www.coincarp.com/currencies/dai/,Coinbase Pro,3224731.0,"$3,228,278 ",-28384.6,24983.45,612901.0
DAI,https://www.coincarp.com/currencies/dai/,Gemini,2161611.0,"$2,163,988 ",-295653.0,-181854.0,-2166432.0
DAI,https://www.coincarp.com/currencies/dai/,Huobi Global,1660178.0,"$1,662,004 ",16410.61,66986.71,-124539441.0
DAI,https://www.coincarp.com/currencies/dai/,Binance.US,1096921.0,"$1,098,127 ",217826.0,70049.42,-22225.39
DAI,https://www.coincarp.com/currencies/dai/,Bitfinex,947269.0,"$948,311 ",-71754.19,-59249.04,-320696.0
DAI,https://www.coincarp.com/currencies/dai/,gate.io,908262.0,"$909,261 ",-205988.0,472700.0,385246.0
DAI,https://www.coincarp.com/currencies/dai/,MEXC Global,804573.0,"$805,458 ",-9131.23,-77493.26,-188849.0
DAI,https://www.coincarp.com/currencies/dai/,Bitget,585951.0,"$586,596 ",5676.47,107993.0,-283377.0
DAI,https://www.coincarp.com/currencies/dai/,Coinlist Pro,248864.0,"$249,138 ",104000.0,104000.0,101438.0
DAI,https://www.coincarp.com/currencies/dai/,AscendEX,240981.0,"$241,246 ",0.0,-200.0,981.0
DAI,https://www.coincarp.com/currencies/dai/,BitMEX,216800.0,"$217,038 ",0.0,0.0,-152616.0
DAI,https://www.coincarp.com/currencies/dai/,Poloniex,175629.0,"$175,822 ",-519.13,-510.84,-9839.64
DAI,https://www.coincarp.com/currencies/dai/,WhiteBIT,168536.0,"$168,721 ",-39992.62,-2661.47,85931.67
DAI,https://www.coincarp.com/currencies/dai/,Bybit,162182.0,"$162,361 ",20190.89,-2182032.0,-6170139.0
DAI,https://www.coincarp.com/currencies/dai/,Kuna,155239.0,"$155,410 ",0.0,0.0,0.0
DAI,https://www.coincarp.com/currencies/dai/,ProBit Global,117604.0,"$117,733 ",33.3,33.3,33.3
DAI,https://www.coincarp.com/currencies/dai/,Korbit,91861.88,"$91,962.93 ",0.0,0.0,24000.0
DAI,https://www.coincarp.com/currencies/dai/,Indodax,49590.52,"$49,645.07 ",2886.56,-11841.81,5605.36
DAI,https://www.coincarp.com/currencies/dai/,Coinone,44240.38,"$44,289.04 ",0.0,1.0,-146.76
DAI,https://www.coincarp.com/currencies/dai/,WOO X,35774.7,"$35,814.05 ",0.0,0.0,0.0
DAI,https://www.coincarp.com/currencies/dai/,CEX.IO,27546.04,"$27,576.34 ",0.0,-1490.0,17883.4
DAI,https://www.coincarp.com/currencies/dai/,Hotbit,12569.31,"$12,583.13 ",0.0,0.0,-9942.33
DAI,https://www.coincarp.com/currencies/dai/,Exmo,10539.19,"$10,550.78 ",519.13,1419.13,1419.13
DAI,https://www.coincarp.com/currencies/dai/,Bitrue,7376.73,"$7,384.85 ",0.0,2462.48,-8763.13
DAI,https://www.coincarp.com/currencies/dai/,Bibox,522.26,$522.84 ,0.0,0.0,-247.27
AVAX,https://www.coincarp.com/currencies/avalanche/,Binance,629346.0,"$11,987,913 ",-648.09,15695.14,58364.67
AVAX,https://www.coincarp.com/currencies/avalanche/,gate.io,39.11,$745 ,-1.263,-1.263,-2.139
AVAX,https://www.coincarp.com/currencies/avalanche/,WOO X,10.0,$190.48 ,0.0,0.0,0.0
TRX,https://www.coincarp.com/currencies/tron/,Binance,175852081.0,"$11,654,772 ",0.0,0.0,0.0
UNI,https://www.coincarp.com/currencies/uniswap/,Binance,26137137.0,"$164,878,288 ",128542.0,3208978.0,3162030.0
UNI,https://www.coincarp.com/currencies/uniswap/,OKX(OKEx),8484344.0,"$53,520,943 ",-34224.73,-34156.32,383117.0
UNI,https://www.coincarp.com/currencies/uniswap/,Kraken,2111022.0,"$13,316,748 ",0.0,-1e-10,-1e-10
UNI,https://www.coincarp.com/currencies/uniswap/,Huobi Global,799377.0,"$5,042,634 ",134977.0,95529.96,-20231.13
UNI,https://www.coincarp.com/currencies/uniswap/,Bitfinex,592033.0,"$3,734,668 ",13859.71,47373.55,27703.04
UNI,https://www.coincarp.com/currencies/uniswap/,Bybit,566431.0,"$3,573,165 ",12811.28,78630.21,110535.0
UNI,https://www.coincarp.com/currencies/uniswap/,gate.io,490831.0,"$3,096,265 ",5271.19,5908.71,-1500.49
UNI,https://www.coincarp.com/currencies/uniswap/,Gemini,476606.0,"$3,006,531 ",39517.57,19724.42,27859.79
UNI,https://www.coincarp.com/currencies/uniswap/,Coinbase Pro,397215.0,"$2,505,713 ",157949.0,89646.22,-25766.13
UNI,https://www.coincarp.com/currencies/uniswap/,Crypto.com Exchange,282731.0,"$1,783,524 ",-1503.88,-6410.15,-398976.0
UNI,https://www.coincarp.com/currencies/uniswap/,KuCoin,254725.0,"$1,606,857 ",-2710.75,2324.1,-4650.8
UNI,https://www.coincarp.com/currencies/uniswap/,Binance.US,206799.0,"$1,304,533 ",3753.57,23746.44,-1975.76
UNI,https://www.coincarp.com/currencies/uniswap/,Coinone,89488.92,"$564,514 ",-3.828,-8.405,46371.78
UNI,https://www.coincarp.com/currencies/uniswap/,Indodax,83882.56,"$529,147 ",-453.11,47.05,428.46
UNI,https://www.coincarp.com/currencies/uniswap/,CoinSwitch,82337.71,"$519,402 ",0.0,0.0,-1632.72
UNI,https://www.coincarp.com/currencies/uniswap/,Poloniex,79062.79,"$498,743 ",0.0,383.7,115.91
UNI,https://www.coincarp.com/currencies/uniswap/,Korbit,73902.6,"$466,192 ",-4.481,-7.5,-7.5
UNI,https://www.coincarp.com/currencies/uniswap/,Bitget,64991.37,"$409,978 ",3568.32,11442.94,14909.46
UNI,https://www.coincarp.com/currencies/uniswap/,CEX.IO,43744.28,"$275,947 ",-1599.0,-3195.93,-830.94
UNI,https://www.coincarp.com/currencies/uniswap/,Coinlist Pro,25568.34,"$161,290 ",0.0,-17.35,-1243.44
UNI,https://www.coincarp.com/currencies/uniswap/,MEXC Global,25524.21,"$161,011 ",-1445.65,6570.61,9458.28
UNI,https://www.coincarp.com/currencies/uniswap/,Kuna,17830.09,"$112,475 ",0.0,0.0,0.0
UNI,https://www.coincarp.com/currencies/uniswap/,AscendEX,17531.47,"$110,592 ",-95.84,-235.35,-228.6
UNI,https://www.coincarp.com/currencies/uniswap/,Bitrue,15203.09,"$95,904.14 ",0.0,26.04,222.95
UNI,https://www.coincarp.com/currencies/uniswap/,ProBit Global,7883.27,"$49,729.24 ",0.0,0.0,0.0
UNI,https://www.coincarp.com/currencies/uniswap/,LATOKEN,6187.0,"$39,028.83 ",0.0,0.0,0.0
UNI,https://www.coincarp.com/currencies/uniswap/,ZB,5701.47,"$35,966.06 ",0.0,0.0,0.0
UNI,https://www.coincarp.com/currencies/uniswap/,Hotbit,4070.08,"$25,674.92 ",0.0,0.0,-88.08
UNI,https://www.coincarp.com/currencies/uniswap/,HitBTC,3944.06,"$24,879.92 ",0.0,0.0,0.0
UNI,https://www.coincarp.com/currencies/uniswap/,WazirX,3122.04,"$19,694.45 ",0.0,0.0,-1864.74
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Binance,2910.73,"$88,788,774 ",-359.75,-266.7,-1898.64
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,gate.io,1823.83,"$55,634,032 ",-8.932,-8.232,-0.219
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Crypto.com Exchange,167.25,"$5,101,915 ",-4.742,27.85,-89.61
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Coinbase Pro,84.44,"$2,575,831 ",-20.29,-135.52,-79.37
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,OKX(OKEx),77.76,"$2,372,158 ",-3.392,2.279,-2.396
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Bitfinex,68.87,"$2,101,013 ",-4.92,0.4645,-18.21
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Binance.US,22.88,"$698,207 ",0.233,-0.1191,-3.334
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,KuCoin,22.22,"$677,835 ",-1.351,0.9629,-9.424
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Poloniex,22.05,"$672,855 ",0.0009,0.04925,-1.026
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,MEXC Global,14.85,"$453,028 ",-0.9934,7.883,0.5217
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Bybit,8.93,"$272,406 ",-1.362,-12.59,-9.216
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Bitget,7.514,"$229,212 ",2.539,2.278,-2.716
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Huobi Global,3.489,"$106,439 ",-0.02896,0.08695,0.1018
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Korbit,3.449,"$105,208 ",0.0,0.0,0.0
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Bitrue,2.779,"$84,765.65 ",0.0,2.157,2.738
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,ProBit Global,2.711,"$82,711.26 ",0.0,0.0,0.0
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Coinlist Pro,2.523,"$76,971.60 ",0.154,1.759,1.849
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,BTSE,1.791,"$54,626.47 ",0.0,0.0,0.0
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,CEX.IO,1.765,"$53,837.58 ",0.0,0.0,0.6004
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Indodax,1.103,"$33,644.83 ",0.0,0.01658,-0.01779
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,BigONE,1.005,"$30,661.04 ",0.0,0.0,0.0
WBTC,https://www.coincarp.com/currencies/wrapped-bitcoin/,Coinone,0.7176,"$21,890.09 ",0.0,-0.001969,-0.002069
